file,totalNotes,rule_1,rule_2,rule_3,rule_4,rule_5,rule_6,rule_7,rule_8,rule_9,rule_10,rule_11,rule_12
Qmc6JkqAbgYs7xvXgBFk5K6VesW97oGZDYkyx32rwAcbP6_output.musicxml,128,3248,1364,3244,138,894,84,74,17,2,0,8,43
Qmc6YxL5z7VgNWP7QJh7PUBJ74g1bC4m6w2LDH3vjhhmB6_output.musicxml,141,792,508,479,102,458,50,32,6,1,25,28,28
Qmc8MgzEUPFq4YHUPWkgF1tsv1CNe51NxMq9huMQiXjT7L_output.musicxml,169,2336,1267,2123,165,833,91,79,19,2,25,14,44
Qmc8pcxUjTchbSAPnb5eFXC9faQ8JzDeeEmwVAStTz4FN9_output.musicxml,183,682,545,506,120,481,70,27,5,4,34,22,41
Qmcb4kkkXbc6tqGqq8G5e11xRRCWmMYT8uk3XiVjR6Uv4R_output.musicxml,155,2262,1140,1998,152,809,75,52,9,4,71,48,57
QmcBCmS8Vae4REM7xyw7vJENvEEyrokt6ag7yd715nVpoV_output.musicxml,80,756,347,691,62,283,38,26,7,0,0,0,29
QmcbDw8A8d8EUjKzDX8iUXeQQLC5uuEJGEdf4myfa9MJ6v_output.musicxml,5148,79270,38520,73854,4953,31434,2655,2071,448,183,1525,1306,1923
QmcbJeWunzFAFsPM9Zw7PoVNDGnNhE9RH8GmoHLVdFGEak_output.musicxml,101,2102,1009,1961,122,756,59,48,14,0,0,4,50
QmcCBEWa7vUW4pkBVrvBvJx4HusCy3jFJyQptC24H1xQFK_output.musicxml,66,382,199,275,48,211,27,10,1,0,0,0,9
QmcCcX3pKeden7gPZgiJt8uTC3iSAkYBVtQrynYzr8vHgX_output.musicxml,157,2430,1228,2244,171,924,82,72,15,3,67,42,75
QmcD3zo8mUd9NcaaDR6TzPXc5Z5dzs8GkkBqN4F9K7yaW7_output.musicxml,124,578,405,407,86,352,53,30,4,0,39,34,32
QmcDF6vyFncajD69s4P7E6cL498pVt2FXQQzLDeZVUYJQR_output.musicxml,134,2440,1190,2435,143,800,70,65,15,2,5,4,39
Qmcdsk79eMwpDTqPPY7zpxJwQ2JHeXGj5xKDXyMWwGPkrb_output.musicxml,130,2682,1296,2439,150,880,79,75,13,4,64,60,66
QmcdWmTSkG8xsAu2p8vSagHtrPHmRGpot8if5JtHV2hySr_output.musicxml,176,3752,1855,3499,212,1358,119,100,21,11,108,100,122
Qmcef15nWEJ1FbCymLQF8hwN3wAwbmpbijport7BLED4dU_output.musicxml,45,638,263,586,37,231,23,18,3,2,1,2,4
QmcEi4Cc5RXgaRYMja1pM9PAajVwRk8eJQLqJL7gsQmsyy_output.musicxml,73,1186,595,1126,77,514,44,43,7,2,39,18,29
QmcEvKZgbBZv9bKFvJBX6k8GqdMp3A3KjtVbJCTeguSwW1_output.musicxml,119,1874,967,1841,136,651,71,57,14,3,15,8,48
QmceyRdmusNVxiC7E7pLDJHemhubbREMXLSt3rEQWMVruh_output.musicxml,83,1654,822,1507,101,587,53,48,13,6,73,50,45
QmcHcA7FbqM43ckuyCMMxvFGKmABJ6vphaQU8FhgVnoTNa_output.musicxml,138,2316,1182,2221,156,780,89,81,16,4,117,82,52
QmcHeGWi3PLATjLoG63H6zQP6vdHRPqLWMbA3N5NtxrDBB_output.musicxml,131,516,385,373,98,370,50,22,4,1,18,16,20
QmcHjkMMFYXBphh4KcYT2La37UYbc7cR5Aod4nB5BSCXwn_output.musicxml,119,2530,1080,2529,125,727,67,53,14,7,100,74,85
QmchKvfWtBnRv4gdB458iUUUSu7iK6FBFftBDo19tDG7Zd_output.musicxml,178,3754,1705,3732,199,1168,112,106,26,6,23,12,62
QmcHSZohGNYhu2wsRHkd4nXj9519yDEhALBsw84pZiWy92_output.musicxml,128,1812,878,1614,128,649,76,49,7,5,63,48,63
QmciLSKxvENXHaxgZte9qgenBRyvUaX56t43VVxv3Qi21C_output.musicxml,98,1948,975,1814,106,642,57,47,10,5,10,2,37
QmcjAvWFMDU9hxsho7eZTPV6vcTUANFmTtZDw2pRYPbVuh_output.musicxml,100,2280,1154,2225,118,798,56,54,13,6,40,62,32
QmcJbDAAD4TnfcF7grjZZRUq2XGzzfiM7D7adymhaE3wCh_output.musicxml,194,3574,1801,3350,233,1271,123,102,23,9,158,66,109
QmcJKknKWdUw3DifPWvPmG7yRs6tjKBWXn4fmRwevDU4Zq_output.musicxml,357,2670,1392,2168,272,1316,156,68,14,0,0,0,59
QmckBoYje2nkDufYQ39ybmZcWMyvbC1DaceUHsMdGptbqt_output.musicxml,65,1244,677,1136,62,397,36,34,5,1,8,16,16
QmcKJcUvFvQ8dDWjJAgdx7Na27yAHXPQYrWvHBJgEFYtj8_output.musicxml,61,940,427,887,68,319,44,43,8,0,20,12,33
QmcLTiA8u2rvYirDUborAcLfwNwaptykdyhYnCbwYLmoTe_output.musicxml,130,2828,1298,2955,145,825,90,80,19,8,75,64,62
QmcLXwiCUa2F2rXPzeaHp7DmafDeLxLyqRF6wX46fiNxfd_output.musicxml,139,2690,1178,2610,149,904,70,54,20,10,56,36,59
QmcM5E2q6SMJuqk851axXftkF9yJ5B2yfk5VKGHwbvTzcf_output.musicxml,245,4470,2289,4217,272,1763,147,114,27,9,123,112,84
QmcMtSaHFqbvF2aJGx8EfJRkZBpx4nBczLbJguBk2ZELBJ_output.musicxml,11,40,26,26,8,44,5,9,2,1,0,4,0
QmcoccDnoTb2jqCrrLZSBb6NCQ8xn5qVkBixER8bnnWHsq_output.musicxml,430,2688,2077,2117,392,2980,192,96,20,0,15,16,88
QmcoUfkR8kQPBqUfpdjEUPBwz1o3EA9MivECufeWaTF9Nq_output.musicxml,75,864,480,679,68,294,34,23,3,1,23,4,27
Qmcp4tsyqfFNmLqszQP2JMLXNyQHiBUX6j7oDxJDDE8oQV_output.musicxml,144,2860,1425,2808,159,955,87,79,18,2,5,8,30
QmcPEe85q7b2VRDMCQ69VjxjZejahUp4sL6zsPyFGL2zY2_output.musicxml,214,904,698,698,156,548,85,36,7,0,15,12,41
QmcPewhbamQhZbk6ztxVs6VXREZQdN5HbguxC5iXssfqjN_output.musicxml,74,1668,848,1569,82,542,41,30,9,2,48,34,40
QmcpNvV99UCqAJSw6jQ5hXxkmxJJj6eZzjE889htPd6c6d_output.musicxml,1493,47600,20718,46387,1784,13581,945,857,222,131,1053,804,949
QmcQbnyow3c4qA9C7rS6BNPYJVgJ9HCYvfiwDXHyk92BEU_output.musicxml,175,3754,1808,3606,206,1199,108,87,20,7,137,80,114
QmcQPv3kkCvyEUTSa46cBvN9e2UNGC5wAdoomxnVGkHXom_output.musicxml,232,5004,2347,4758,282,1673,153,129,35,13,169,114,133
QmcQzt6aNBqd6FtQoTrHvT2YfVfjS4rGjWaWNheGFjzXGp_output.musicxml,261,1850,1020,1715,211,788,114,70,17,0,5,0,53
QmcrCjqTrNv46BAduLWLBwQdFyDthSNUznaE4QTbU4sFoV_output.musicxml,171,594,477,515,119,420,69,25,7,0,5,16,24
QmcrCsvDyDmtq4daRRPmH8p3T6eb3kmzpbvwxzNFms1dgi_output.musicxml,196,2774,1396,2496,218,1051,104,93,19,2,55,36,92
QmcrpVjPpBDFP8bUV5ibpbxTGCTY8tmynuAJ6zxRQZ8V15_output.musicxml,82,1278,609,1244,78,413,46,31,4,2,45,30,38
QmcRQNakwnFWNAcAsg6MR2h72KUSegdhxrZ1wm187qbpii_output.musicxml,186,3856,1935,3708,234,1389,125,112,26,6,122,66,93
QmcrzX4V5uEiMCiTQvWWot6nYDVDLztQZFR1HQyLZPBDkJ_output.musicxml,159,2536,1314,2416,178,928,88,73,17,0,5,0,46
QmcS4SP7NKeLX3LH6kMH8Y8rW6KqpuzKm1jkVpBsC5eSaf_output.musicxml,173,676,527,516,131,551,73,46,5,0,53,32,65
Qmcs7jywfvcPuxEPLHUk3gCSsrPq8GdxMtTyBb8vQG9T1C_output.musicxml,263,1102,822,809,168,593,92,44,7,0,10,8,47
QmcSaXLeSCLoQzfg3rMshcVsrGd4dThGzhDR3SVRJaJYcE_output.musicxml,144,2170,1118,2076,132,742,73,39,10,4,36,42,41
QmcShJ1iuCLHw42v3Ho6Rnpzn7i4YSVb67pamTpVgp1bkC_output.musicxml,58,1312,631,1222,78,452,29,32,4,4,36,18,43
QmcsravbWqvsVb4ECmyeqwnJnDn17yvYaNsij4eHKv7QKD_output.musicxml,200,2286,1400,2075,189,1518,80,57,17,4,45,36,55
QmcszamfqGcBzVkhQzRyEbX9sR3oSC3RjrPMCTv7rawP7T_output.musicxml,570,7106,3905,6256,564,3455,287,242,55,7,85,58,191
QmcTDfuYC38r4ZZ77p2dzTok4ezCRHjYsupHSpa9iSxi4b_output.musicxml,215,2484,1238,2218,201,1043,105,72,19,5,18,16,49
QmcuxEUVMh642K22DQsrK1LwFGENQSVicr57uGXCDR2Tov_output.musicxml,85,1206,544,1025,87,410,36,19,5,1,49,20,57
QmcvLPEVSmo6e8LSLsVANEXakHXtAnEB7P6GYn4fNxQ9Yf_output.musicxml,172,3492,1773,3276,217,1194,113,99,26,7,71,40,93
QmcW3AmQUmP5B4foiJ55aWc5sAxcuaaRSw63Pku65DmPFW_output.musicxml,98,1220,681,1154,90,512,54,31,6,0,0,0,32
QmcwKfRuWAvnQofcMzu6fyDpGaxHwqyw2bd9AgPJg7EAqb_output.musicxml,56,1214,537,1167,66,442,37,26,7,0,10,4,28
QmcWRXata4m4oCipejDHXitAYjDW1M8rRJ6BbP2FoSxs5G_output.musicxml,59,1016,538,975,69,354,37,41,9,2,10,4,26
QmcwSw8Qd2QJdvW6KrshNo57EAP6FmdCcmR3gRG2GZwUrm_output.musicxml,85,1814,859,1768,103,603,60,39,9,0,18,16,49
QmcwTbWUFFxddcXfJzrGrAsNqRYNdRPe31fpx8jncRFCcc_output.musicxml,96,1810,933,1808,109,623,64,68,15,0,5,4,32
QmcxbrUrbBziYZj2noKrtXPa87dxdhAAk12pUPDato1g9X_output.musicxml,100,1996,857,1906,108,700,55,42,16,0,10,12,39
QmcYR6VV43thbTkipn7TTckcojzeCV5Dyc28zgpd8eEki6_output.musicxml,96,1828,958,1781,105,658,48,45,12,2,13,8,32
QmcyxpgbpxZAxrNypLsa2Qop881UtGUw7ZJ775T3bmWcNe_output.musicxml,53,1244,477,1224,50,322,35,38,12,6,20,16,23
QmcZMyK152wGGmZQa3FScDrkP22aC96Q1nkdAGSQmUgymk_output.musicxml,129,2764,1276,2688,148,921,82,62,16,5,5,16,39
QmcZo9AutYwuWHpW9BV1HMiN3F8tosTDPuLaCPEXC98Cb5_output.musicxml,148,3624,1607,3570,171,1114,92,74,19,1,5,0,64
Qmd1vYiah9fyrCnaZnBq2S7TP4NwnPBrax4QL1u3H18XHL_output.musicxml,548,1676,1402,1403,357,1171,223,123,17,7,174,82,98
Qmd2i6hj5jLgdCTJvQCtdsG24UHfVeTLNeVXLcdUmtYFUK_output.musicxml,242,3158,1643,2763,211,1252,130,86,21,6,99,74,102
Qmd39LFwAE197zR22PKoDuJJpGLqoogooLsyMBpPy4Ldtf_output.musicxml,118,1898,947,1849,116,700,64,58,8,0,10,0,41
Qmd3L9XksqAer64wcfK6cVkcbiwnA2hFW2yEZo2jUUj3wy_output.musicxml,164,3244,1474,3119,167,1002,98,87,23,2,25,20,51
Qmd3RSV3SCQZHgCYwGdyKW6kvsBGMzikyytRP9ocaWibvP_output.musicxml,137,2652,1324,2549,167,897,85,66,13,4,123,66,96
Qmd3XbHAAbFCs9zrSabCREXvcmEvSPgQHeE86qaUkvKLhu_output.musicxml,562,7292,4355,6212,481,3129,272,165,37,0,9,4,127
Qmd4cA6nCNZgqnv44bt2KXpENk4TYMtpKFMvShp8kn5m9M_output.musicxml,64,1386,615,1324,70,441,38,28,7,1,10,4,26
Qmd5F8MobL911hrXeP4f6ESfDJ1RrwzRcB7NKwVHruDrpm_output.musicxml,149,2956,1514,2868,177,1061,96,80,13,8,96,64,91
Qmd5HD3Zm8Ci5FcY4d24aS63169rSfpe8G7XvPCz5babLi_output.musicxml,214,3566,1892,3445,225,1258,129,107,17,3,40,56,88
Qmd5Yh2uL2ReFyQBq8xLESJXpzzLLkUdKajuDz784GX7Kr_output.musicxml,84,468,343,328,65,360,41,19,2,2,0,12,13
Qmd6NYqLafpunqutFBt7eGHZhhM7Bo5jG2aDuKZ46NDkoh_output.musicxml,164,3548,1582,3498,175,1123,103,80,14,3,34,32,60
QmdaG5FwSocqHZvLs3VeQMXTKbT3gHmBuTe9zBciQP8Aeu_output.musicxml,163,1428,870,1277,135,577,75,50,10,3,44,28,43
QmdamjPsM5RqLRLYVYN3ssoswSaVoE33N7cqRxDrThiPZZ_output.musicxml,92,2060,976,1882,111,649,53,42,9,4,41,24,38
QmdB2HmdMp7iNWvoY2PEY9fyd6HaMnrHntCx3odVB9wqfE_output.musicxml,114,2316,1228,2201,132,813,66,53,12,1,48,8,69
QmdBf4xcutYzLCj25VXoQEnFUMnEt5xmjvjeap7TtyyMif_output.musicxml,127,3136,1303,2987,146,970,78,59,16,11,57,52,69
QmdDiCHuvDXE7YWDuaKap2dDc2Bn2pGdkyGzAqTJs9YTYy_output.musicxml,142,3060,1514,2860,186,1104,90,72,20,6,28,52,58
QmddSNgGSnQzGbAXs2U5krxTiWxRG9CqtLj4bTaLNgRBnQ_output.musicxml,196,4290,2004,4184,218,1495,117,92,23,17,165,92,105
QmdE3eLhgpKT8hgUwABjYzEjpVJM1qe8gQ7kwZ4gzyGVt2_output.musicxml,156,3234,1535,3016,199,1074,84,86,17,4,23,24,74
Qmde4TgkG3doChRowp1gDm5hstnDwrih1Mcpngv5vaqfU6_output.musicxml,114,1906,1010,1757,127,692,77,70,14,3,0,8,29
QmdE9QXyGVUAYdjo76QujGCCsPxNfAzU9kHURbB6Z2V2vp_output.musicxml,189,4140,2065,4055,244,1436,128,113,20,6,118,102,128
Qmdem659haKwKQxq4Q2v7zQ4szviwwJ7Axue1hZ23rfXqX_output.musicxml,56,894,460,813,65,291,33,27,6,3,24,24,25
QmdfCxtxo32dssz4y7VHGCihLHCrDfWo8H63sfxgpbT3GS_output.musicxml,298,2646,1575,2201,266,1403,135,79,24,6,39,24,67
QmdfN3UaLrt25a88awFtDWLMMZATB4qJN61LfWuvj4MZZ8_output.musicxml,125,2288,1158,2263,139,754,77,66,11,0,0,4,45
QmdFYPNkL65hqjWS73u8JK2XVQqAUHbQsKWmjorx14jjZr_output.musicxml,376,9132,3838,8021,401,4235,188,129,36,12,227,124,217
QmdghQhjX8nCEUFxViDMEdsUdFF1zfp2ZBZgv5jZ2ewZWg_output.musicxml,129,842,532,720,116,505,60,40,9,2,30,20,30
QmdGmF2RsNXjfHCyNEo5wziRrsER13twB2A7bvJeiwFXLs_output.musicxml,229,3934,2086,3522,241,1513,120,101,27,15,113,86,107
QmdGr1c8FWRWv3fxmpGz97GQP9HQLwpHhkGs6dTn89HHaG_output.musicxml,189,718,510,526,128,472,81,45,9,4,10,0,31
QmdGurS2pyYH9V3uYz28ErcAPJoqsLUL7A5zqPFeobENSw_output.musicxml,108,2772,1227,2814,119,800,70,56,16,2,28,8,48
QmdGx4WMzeV3NoqBa1doCMLHSzEcVpM7yxfJscYB7Udz3y_output.musicxml,98,1792,693,1821,84,558,50,28,9,3,15,22,37
QmdHbV5ya1MwSJnJNdSXw4UmKNU4JjtrBpSiFKMRS4F3rc_output.musicxml,120,4904,1874,4685,151,1327,83,79,17,4,76,78,84
QmdhR1LS5gYu2ArjUa3zU5JVZGWvGzfGZF3n5aNnh2CSNv_output.musicxml,62,1268,636,1200,73,408,39,36,13,4,22,32,32
QmdiGrwifZXGK2ZDErHTSfmLEXsroWH1EaAvYiBbT6yb5T_output.musicxml,66,1150,580,1117,70,384,44,48,5,0,10,12,26
QmdJFNWySAa6Th7Src3ZEVnfHmXbvenc1WijqrknMrbuRN_output.musicxml,136,3020,1344,2934,149,976,86,63,17,4,72,56,56
Qmdjp64CWn4qytnCcfNWs7pqzLZYw9VV3BTq8sqtQ97Bh6_output.musicxml,60,1154,597,1102,64,374,36,22,7,2,30,24,35
QmdjrV9iHemT9tJJaoPChuVvkvnu92XMTeMHZ8rZvT3jVJ_output.musicxml,168,3196,1522,3038,162,1021,102,83,13,0,18,26,53
QmdjxwQXW8QLiecc2mvrLY1ZXKD5MR2ke6ZD7Vh4zVuH5S_output.musicxml,244,5186,2545,5047,310,1872,154,151,29,16,138,88,152
QmdKAGFQGShJkmJQqzgWZi9hF8X8mvHD4nXLmgGntjcGjY_output.musicxml,171,2570,1231,2301,180,927,95,73,18,2,30,24,73
QmdkDbCtpWbuE7vBTQHQ3EmbS1m3CmHT3wz7xuE9XE63QK_output.musicxml,202,4484,2019,4430,229,1492,127,93,23,13,140,96,131
QmdLxxj3Cvi7MJMw7WfFq2a5VxxnBegwTFxgR1bkntLR61_output.musicxml,181,2400,1270,2104,195,908,104,80,16,10,86,58,65
QmdmJ5W8PMvF3jYTKqqy7VheshDzqUD4hCCF19kNocj2Ge_output.musicxml,100,1894,945,1747,106,642,61,50,14,2,43,36,48
Qmdn1c921nzaRmsHjeVyqc7hiMSwciW75HhLNmEoqru7jV_output.musicxml,172,3462,1741,3376,197,1125,109,86,22,5,40,20,84
QmdNEinZSEwyoNwioPvLj3L4fuVmhLpBXSrz9K1acUHiuc_output.musicxml,137,3112,1544,3081,173,1047,89,83,17,2,58,38,70
QmdNNCXMdX1tUDXKzuKCVFQEJMAZjNWRmxStgLgwMmy3uh_output.musicxml,170,3908,1799,3781,206,1283,100,88,21,9,103,72,82
QmdNSR2UaRcUbFjGen3Mks5q5XRumr4tq4jCYnKAjBrAtH_output.musicxml,126,1864,925,1735,134,674,71,48,13,4,5,28,37
QmdokTCDkwtCmUHVfVe24624DLMgg6k23c3xM1my9ur96v_output.musicxml,146,3246,1381,2990,170,1103,77,50,10,3,60,56,77
QmdpaPut8fsyaUp36j4z17V2dtwPmZfEg1ryJ3we7yLPta_output.musicxml,221,1324,811,1146,163,645,83,47,8,5,20,28,38
QmdPgHFv5TkpEUHzY53ur5oHN6AtQCPf9qccn4gKynJAEQ_output.musicxml,134,512,393,391,93,381,56,26,7,0,0,0,23
QmdPjReRn2xf8pU9pyEGDf2k3VqmV7jaQEDAxo2E5rAzKD_output.musicxml,1855,18454,9966,15660,1448,7900,806,503,95,41,733,456,640
QmdPq7LK7i1LLVC9fB8nqXC17cYSD7NmUTqpfVBZjYnzsH_output.musicxml,211,3346,1694,3130,234,1118,138,97,25,11,73,72,96
QmdprbD8ZY3AS9YtvLeFT9MaGDdqGUKhYjdjykjLu42KPb_output.musicxml,58,1014,474,942,69,321,36,34,8,6,27,26,23
QmdPtGAX96p4VkcnWUw5NfugvZt7FYViArsRJSo1VMgzzZ_output.musicxml,138,1768,956,1558,139,721,69,55,18,6,40,48,40
QmdqnSFR6oSXpRuX2tsQZzhyBoAHy2cbE5duXxu3QkAXLc_output.musicxml,95,1676,826,1571,90,623,58,39,11,4,62,28,38
QmdR2rFy6U98b9PMhxGG5eti7hJWuz4smU7ZdMJra9V2A5_output.musicxml,121,522,328,417,92,341,50,25,4,3,10,24,26
QmdrVZUULpogWzEQJdswuH3UBacKdKmJNSdENY75rjVJ7v_output.musicxml,355,1986,1255,1947,275,1356,145,84,22,0,5,4,88
Qmdrx28omWLG8fShemqaTxUMFGKd8hkTF3F9bZT7xhmybH_output.musicxml,84,1374,534,1440,85,361,47,44,15,1,34,20,47
QmdRzo8EQrRuRx5PLpwmQzco9Gmr92FgDk8853bWXLa7fZ_output.musicxml,102,2072,1033,2065,120,725,69,69,16,0,10,8,33
QmdSCM46vgL7ZnqZxxq6iK16A7xbciQNHNvwkkCsCyQvm1_output.musicxml,72,1450,685,1322,75,442,37,34,4,1,25,4,35
QmdsSaquA8h7obwheJUaDavxAPVXcomDdp9FkCfHTdHVfs_output.musicxml,494,6716,3642,5750,448,2704,218,151,35,6,90,96,110
QmdSVfwgsZPPEYTDNHQAMMBRcmG7YVWTWqCfbuJjNnpWqK_output.musicxml,180,794,547,607,128,508,71,44,12,1,13,16,32
QmdTcCdcUh25XJhNonSBZXGVtBw6NAjC9fFqJxCvWeLbVF_output.musicxml,154,1582,868,1377,139,747,69,39,9,0,52,40,67
QmdTdhWSxV8DpAYT5yST1VYRo9DskkEToAuWPViZ6r1UgG_output.musicxml,140,598,399,442,98,401,55,26,5,1,5,0,18
QmdTpvnfF5oU9DLHLnuTmFRFMgvdJ7sH4XV3BnkaZFXwPV_output.musicxml,132,644,503,462,87,346,51,38,8,2,33,18,22
QmdtwLD7FEapdqTWcn87nwhBWijEATd39rEDZVdCAqGok6_output.musicxml,242,1970,1158,1381,146,429,91,42,13,5,34,16,46
QmdTWMLc2JZyqkvMT3rxKu6VNrFXZbnYhySf51DcjUhGYP_output.musicxml,212,2774,1517,2451,197,1442,104,63,13,4,94,62,70
QmdUa3oT2k3jjxFizeQHXVDFRrJiMKuo8X8cNuynxk32q9_output.musicxml,64,1480,755,1501,74,483,42,39,10,2,58,26,46
QmdWEhPodj2ckKuvdMoucqMhjDzuoMFy2U3MW7wHNCps5S_output.musicxml,183,3240,1629,2961,212,1367,97,76,21,5,90,84,93
QmdWMYKPeGEDm2rJNcpQ2vjoMDQbfZk2mGUuD2oPtNk7vj_output.musicxml,79,1376,632,1243,79,441,47,33,4,5,44,30,50
QmdwPrDMnGiHd2fsW2fjAKPR1Uuwiwk8qMXYDneAvqQ6mr_output.musicxml,152,822,548,537,110,471,52,23,6,2,25,12,40
QmdwqBNLpt9SBHKd12kLYMXu9oY6sSRE5Ba4gE32b59on3_output.musicxml,929,15298,7188,14676,830,5133,463,350,64,45,394,316,454
QmdWt6RUZZFrQBWQ72WFq1ZebxBfwj1uppBhM64Wz6pcWs_output.musicxml,150,3722,1656,3651,164,1194,86,89,20,13,87,62,66
Qmdx15194VAvFeJ3QvJnVQp2myNuZU9DHnhsaMATTrR2xR_output.musicxml,121,2408,1076,2323,124,823,71,65,15,9,107,62,68
QmdxLegAS5vxRCrZSVDm4GpvTRdkFe7CCxsPFDWxw9GkUD_output.musicxml,136,2972,1409,2841,164,1004,76,56,13,3,93,56,95
QmdXNsBQ5Fhza1tBzbHmPb1cwAxgqjppa9CWyvcMJxVKGw_output.musicxml,215,2516,1346,2360,211,1211,108,72,13,0,13,22,50
QmdXVGJ7nw7GD4mpbrxzK2iCCFCsrS3bmGV47z5YTMu2LP_output.musicxml,110,2224,1128,2156,138,731,60,52,15,12,75,58,81
QmdYhcsCaoE4YEF1RZNbg1znRaAXN9ybkJVoYmciy6ChPi_output.musicxml,105,334,251,267,62,183,47,25,8,4,29,16,16
QmdYw3Ru4NmssMfphjSXJpaSSCVEhsQidTmyx9EC5yStcG_output.musicxml,439,10254,5214,9407,473,4254,234,154,42,11,72,80,154
QmdZsL2xknL5JrYtD9uB75gHmA7CpzHJB5evP1vgCkccd4_output.musicxml,147,3220,1676,3110,179,1088,89,82,21,7,90,58,67
Qme1gXvtaweeic59QBmDo3uVLxzpQBi8xdQtcUAJMXfyj3_output.musicxml,122,2032,1077,1853,137,748,79,62,7,1,15,8,47
Qme1Hnxn5YtV9j57JTqXxCqs67gD5cGZwxrbT4MhD44g3K_output.musicxml,246,20576,5506,20434,343,3595,188,171,64,39,272,250,316
Qme1mq5s3AyYpdZJgDAc62HbzgJBMn6a4GuC8pWL4356jj_output.musicxml,138,2806,1373,2711,171,936,83,82,18,1,20,12,59
Qme4fQNoPBhRBkgbT1KdtLX9hxgaoZFYiPTi8tbSW1ALMF_output.musicxml,80,1432,737,1348,97,530,45,32,6,3,61,36,67
Qme58TTn9kRwa7DCn848qJvvawusJmBZGZJ7FVURKqMADH_output.musicxml,59,1382,591,1300,62,427,39,40,8,8,29,28,28
Qme5ShKB7kcKmrEScwHRJQU3JgPKN6dCkHzr4ZVLkvh1iE_output.musicxml,131,2212,1176,2140,151,798,75,76,15,3,15,24,32
Qme5XufwyFnupdqBSdrhBpP6x4ZRGSnFJYzPVfMUesSLqj_output.musicxml,86,276,254,242,52,189,42,10,2,0,5,6,14
Qme5yejPBfZpvAbBuwdcjdiazRWgZtKvvGivWVZmnKw9pg_output.musicxml,106,2128,979,2033,109,679,57,54,17,8,57,32,60
Qme7JFLA7CWSSkiKxB6rvei6CdBbtenHZdhhLsxUu6Y1w7_output.musicxml,103,352,314,292,81,279,39,8,3,0,5,0,12
Qme7M5cRmrvec9M9mtbKmr9Scd9TxM77GNYeFo8kE8oNu8_output.musicxml,500,4220,2270,3747,369,1395,220,142,32,17,169,112,127
Qme7uaz6HsCoHRqr9uF6buBdsSZDkM6xNFjii7rcNU74qS_output.musicxml,157,3498,1821,3352,184,1153,95,82,19,10,83,58,68
Qme9ePDW9tzuX4sRdXnzyhVtbqFtGNBfVmLjov2me6M9ck_output.musicxml,425,1902,1323,1339,295,1070,187,107,16,3,83,64,94
QmeAf6nstjf5F24iVUtDzqpG5WK8dJ91A6gr5hgs2jLRSj_output.musicxml,94,1838,944,1831,101,590,61,51,6,5,31,68,34
QmeamoQYLjhQZegSs9nTRbQuGoi3W5BeNiY6DnihDnaBbp_output.musicxml,140,3486,1655,3269,185,1240,76,79,18,8,115,52,110
QmebGxubeEsu9ACC73CS9iYReyaCcLz2i4dUo3swjieW1C_output.musicxml,77,1280,651,1140,79,402,47,34,7,0,5,12,29
QmeBnL9C5uwYUY3wxw1jNpTx1Qx6wHGQpnNHbNyEkD9FwV_output.musicxml,144,504,388,356,106,370,59,33,1,3,43,24,45
QmeC3bLrvVbMwiss6UvjjLVK1LAM7N12ev21jUWFHcHuSo_output.musicxml,164,3712,1726,3615,195,1255,101,91,21,0,5,4,60
QmecjsAwjYg8suogBD2U7LmReso7hPQbgdW89zizcnxHjF_output.musicxml,155,1492,778,1286,121,569,71,47,11,9,62,36,51
QmeCMRSNwfeba2NcXaBEXRTw9x9ecvK28Tb95zsLnGFumD_output.musicxml,707,4984,3021,3619,514,2051,265,162,41,20,171,90,209
Qmecn43c3n2vMdT1viNeewhe3TMzT1Vyff3HKMy9CTfH2C_output.musicxml,156,556,419,383,99,350,73,47,7,3,30,24,27
QmeCRHQXiW3zU5ZMEbRnxCktNgGUtyrEodTwfPH9RevrTc_output.musicxml,60,1246,556,1185,73,371,36,26,6,2,23,32,36
QmeDLjubuDomxyXPzWWiXGLbc7aGh8Z1sbqQ1vWWjB6ki9_output.musicxml,128,2932,1372,2779,147,921,73,62,13,1,15,36,53
QmeE3ADhrqrFqVPBpuK2YwBTgpao8U29pnWCaoZMLSFDgA_output.musicxml,171,3970,1853,3863,192,1368,99,91,15,8,113,64,95
QmeeU7iCBzHHkapa5ULXAKZgow6ubtfhN7GjcUrJV8RLGg_output.musicxml,260,1156,874,862,200,794,114,63,12,2,78,72,79
QmefDh6omJmA31P6QNQ2CZhmyd9eVDKDw9bPhWf6mJTyx5_output.musicxml,167,2364,1231,2172,149,942,84,62,10,6,82,56,52
QmefvMPGurnKtYT8bwvHAVcsYQCfHihSE6PWKErQp69Hh1_output.musicxml,188,3090,1530,2846,196,1288,98,81,18,3,25,20,62
QmeFyFdLEDTBv2amNVxwXb6RqdfyRmCirVxMbmzxceDTR1_output.musicxml,189,3366,1695,3205,209,1107,112,100,22,10,68,50,86
QmegefKbPct4BjJUyqRASCYaknYs8295K9nPPJtsEDNZuR_output.musicxml,166,4096,1772,3968,181,1226,107,92,20,8,100,76,85
QmeGhcb8hgLX34XM58xQseempKJti3x6AwjybNFN4mCxnx_output.musicxml,138,1538,803,1393,127,580,64,45,11,0,60,20,64
QmeGkdUH62qKaiQs9GDPgErB6G11W7WXbHZ73KpEZxELB2_output.musicxml,52,916,410,838,52,266,25,17,6,3,52,12,35
