file,totalNotes,rule_1,rule_2,rule_3,rule_4,rule_5,rule_6,rule_7,rule_8,rule_9,rule_10,rule_11,rule_12
QmdR2rFy6U98b9PMhxGG5eti7hJWuz4smU7ZdMJra9V2A5_output.xml,121,934,650,602,110,566,66,46,4,0,0,4,0
QmdrVZUULpogWzEQJdswuH3UBacKdKmJNSdENY75rjVJ7v_output.xml,356,2918,3116,1854,332,2157,180,165,19,0,0,8,0
QmdTcCdcUh25XJhNonSBZXGVtBw6NAjC9fFqJxCvWeLbVF_output.xml,165,2558,2983,1466,156,1133,111,117,25,12,8,34,7
QmdTpvnfF5oU9DLHLnuTmFRFMgvdJ7sH4XV3BnkaZFXwPV_output.xml,132,1058,742,756,115,544,58,40,4,0,0,8,0
QmdWt6RUZZFrQBWQ72WFq1ZebxBfwj1uppBhM64Wz6pcWs_output.xml,159,4284,6247,2860,151,1643,109,115,27,8,6,88,7
Qmdx15194VAvFeJ3QvJnVQp2myNuZU9DHnhsaMATTrR2xR_output.xml,123,2846,3811,1732,113,1105,73,73,24,10,11,98,7
QmdXNsBQ5Fhza1tBzbHmPb1cwAxgqjppa9CWyvcMJxVKGw_output.xml,226,3428,4467,2070,190,1662,131,131,23,2,0,26,2
Qme58TTn9kRwa7DCn848qJvvawusJmBZGZJ7FVURKqMADH_output.xml,59,1540,2326,1029,53,584,44,40,5,2,0,32,2
Qme5yejPBfZpvAbBuwdcjdiazRWgZtKvvGivWVZmnKw9pg_output.xml,109,2522,3514,1568,102,918,77,62,16,8,0,76,0
Qme7M5cRmrvec9M9mtbKmr9Scd9TxM77GNYeFo8kE8oNu8_output.xml,500,5966,5745,3372,402,1932,234,116,25,15,38,84,22
QmeBnL9C5uwYUY3wxw1jNpTx1Qx6wHGQpnNHbNyEkD9FwV_output.xml,144,894,556,544,131,593,62,51,2,0,0,34,0
QmeC3bLrvVbMwiss6UvjjLVK1LAM7N12ev21jUWFHcHuSo_output.xml,166,4322,6200,2895,164,1656,127,134,31,0,0,4,5
QmecjsAwjYg8suogBD2U7LmReso7hPQbgdW89zizcnxHjF_output.xml,165,2510,2821,1376,157,1062,94,95,22,7,0,50,1
QmeE3ADhrqrFqVPBpuK2YwBTgpao8U29pnWCaoZMLSFDgA_output.xml,172,4416,6352,2929,164,1780,127,137,26,8,2,100,2
QmefDh6omJmA31P6QNQ2CZhmyd9eVDKDw9bPhWf6mJTyx5_output.xml,168,2806,3599,1811,145,1374,102,112,15,7,3,58,3
QmefvMPGurnKtYT8bwvHAVcsYQCfHihSE6PWKErQp69Hh1_output.xml,188,3566,4937,2294,167,1662,119,106,16,1,0,18,4
QmegefKbPct4BjJUyqRASCYaknYs8295K9nPPJtsEDNZuR_output.xml,170,4508,6575,2936,164,1650,124,124,30,7,13,100,13
QmeHNH8AdWBm56gu2KScp7qwLx4Rn7SgNB1LpTaNHzVmSh_output.xml,130,1522,1044,1002,73,216,66,56,10,8,0,38,0
QmeKNfAyaYiFgFGTzf3p9qLcUxxVmYLoWqLCTF3rf46LVb_output.xml,144,4144,6367,2616,126,1394,108,106,31,0,0,8,5
QmeMEGtMyDHeEWgtM57MtMMqBDNxNESjuUEENDfir3PdRv_output.xml,170,2216,2315,1462,151,977,91,89,10,1,5,46,2
QmeNUFmSqon2Whk5CWWA2PaYTAV9MTSMbKeE94HaF6h22b_output.xml,543,3362,2238,2242,437,2083,234,203,4,0,10,66,6
QmeociuBpCFnFrWYE3dPJ7Wf8UkVExjNU2PuERHTHh2rFt_output.xml,148,4060,6164,2808,139,1536,115,126,27,10,0,70,0
QmeQCC62a2AdvVGexDpPhvCD82VkiDoMFQSvNnaQTuCUw9_output.xml,52,222,137,142,38,138,17,8,0,0,0,0,6
QmeRcNfQqRgQswDgLKhoBdaxHA5g3jghFfnDbMXjKGMEqH_output.xml,57,1062,1339,469,57,418,36,22,6,0,8,8,9
